Aircraft Type,Cause Category,Weather,Flight Phase,Damage Level,Event Count
Cirrus.Design.Corporation SR22,Human Error,VMC,Unknown,Minor,1
Cirrus.Design.Corporation SR22,Human Error,VMC,Unknown,Destroyed,1
Cirrus.Design.Corporation SR22,Human Error,IMC,Unknown,Substantial,1
Cirrus.Design.Corporation SR22,Human Error,IMC,Unknown,Destroyed,1
Cirrus.Design.Corporation SR22,General,VMC,Climb,Substantial,1
Cirrus.Design.Corporation SR20,Unknown,UNK,Unknown,Substantial,1
Cirrus.Design.Corporation SR20,Human Error,VMC,Unknown,Substantial,1
Cirrus.Design.Corporation SR-22,Unknown,VMC,Unknown,Destroyed,1
Cirrus.Design.Corporation SR-22,Unknown,UNK,Unknown,Destroyed,1
Cirrus.Design.Corporation SR-20,General,VMC,Climb,Destroyed,1
Cirrus.Design.Corporation CIRRUS SR20,Unknown,UNK,Unknown,Substantial,1
Cirrus.Design.Corp. STANDARD,General,VMC,Approach,Substantial,1
Clark PITTS S1X,General,VMC,Maneuvering,Destroyed,1
Clark RV-9A,Human Error,VMC,Unknown,Substantial,1
Claude.E..Merrin ZENAIR STOL CH-701,General,VMC,Takeoff,Destroyed,1
Clark SUPER Q2,General,VMC,Takeoff,Destroyed,1
Clatanoff ROTORWAY EXEC,General,VMC,Cruise,Destroyed,1
Classic.Fighter.Industries ME-262 Reproduction,General,VMC,Landing,Substantial,1
Classic.Aircraft.Corp. YMF5,General,VMC,Takeoff,Substantial,1
Classic.Aircraft.Corp. YMF-5,General,VMC,Taxi,Substantial,1
Classic.Aircraft.Corp. YMF-5,General,VMC,Taxi,Minor,1
Classic.Aircraft.Corp. YMF-5,General,VMC,Maneuvering,Destroyed,1
Classic.Aircraft.Corp. YMF-5,General,VMC,Landing,Substantial,1
Classic.Aircraft.Corp. YMF,General,VMC,Landing,Substantial,1
Classic.Aircraft.Corp. Waco YMF,General,VMC,Takeoff,Substantial,1
Classic.Aircraft.Corp. WACO YMF5,General,VMC,Cruise,Substantial,1
Classic.Aircraft.Corp. WACO YMF-5,General,VMC,Landing,Substantial,1
Classic.Aircraft.Corp. WACO YMF-5,General,VMC,Cruise,Substantial,1
Classic.Aircraft.Corp. WACO YMF,General,VMC,Taxi,Substantial,1
Classic.Aircraft.Corp. WACO YMF,General,VMC,Cruise,Substantial,1
Classic.Aircraft.Corp. WACO YMF,General,VMC,Approach,Substantial,1
Classic.Aircraft.Corp. WACO,General,VMC,Landing,Substantial,1
Classic.Aircraft.Corp. S-51D,General,VMC,Maneuvering,Destroyed,1
Classic.Aircraft.Corp Waco YMF-5,General,VMC,Takeoff,Substantial,1
Classic.Aircraft.Corp WACO YMF5,Human Error,VMC,Unknown,Substantial,1
Classic.Aircraft.Corp WACO YMF,General,VMC,Cruise,Substantial,1
Classic.Aircraft.Corp WACO,Human Error,VMC,Unknown,Substantial,1
Clarks.Pitt.Special S1S,General,VMC,Maneuvering,Substantial,1
Clarke.Colin.A Glastar,Human Error,VMC,Unknown,Substantial,1
Clarke.Colin Glastar,Human Error,VMC,Unknown,Substantial,1
Clarke YAK 3UR 2000,General,VMC,Approach,Substantial,1
Clark/Loken Christen Eagle II,General,VMC,Landing,Substantial,1
Clark.James.T VANS RV8,Mechanical Failure,VMC,Unknown,Substantial,1
Clark Vans RV8,General,VMC,Approach,Substantial,1
Clark T Bird II,General,VMC,Takeoff,Substantial,1
Cirrus.Design.Corp. SR22T,Human Error,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR22,Unknown,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR22,Unknown,UNK,Unknown,Destroyed,1
Cirrus.Design.Corp. SR22,Human Error,VMC,Unknown,Destroyed,1
Cirrus.Design.Corp. SR-22,General,VMC,Go_around,Destroyed,1
Cirrus.Design.Corp. SR-22,General,VMC,Climb,Substantial,1
Cirrus.Design.Corp. SR-22,General,VMC,Approach,Destroyed,1
Cirrus.Design.Corp. SR-22,General,UNK,Unknown,Substantial,1
Cirrus.Design.Corp. SR-22,General,IMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR-20,General,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR-20,General,VMC,Maneuvering,Substantial,1
Cirrus.Design.Corp. SR-20,General,VMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR-20,General,VMC,Landing,Substantial,1
Cirrus.Design.Corp. SR-20,General,IMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR-20,General,IMC,Cruise,Substantial,1
Cirrus.Design.Corp. SR-20,General,IMC,Approach,Substantial,1
Cirrus.Design.Corp. SR 20,General,IMC,Approach,Destroyed,1
Cirrus.Design.Corp SR22T,Mechanical Failure,VMC,Unknown,Substantial,1
Cirrus.Design.Corp SR22T,Human Error,VMC,Unknown,Minor,1
Cirrus.Design.Corp SR22T,Human Error,IMC,Unknown,Substantial,1
Cirrus.Design.Corp SR22-GTS,General,VMC,Cruise,Substantial,1
Cirrus.Design.Corp SR22 GTS G3,Unknown,UNK,Unknown,Substantial,1
Cirrus.Design.Corp SR22 G2,General,IMC,Climb,Destroyed,1
Cirrus.Design.Corp SR22,Other,VMC,Unknown,Minor,1
Cirrus.Design.Corp SR22,Human Error,VMC,Unknown,Unknown,1
Cirrus.Design.Corp SR22,Human Error,UNK,Unknown,Substantial,1
Cirrus.Design.Corp SR22,Human Error,IMC,Unknown,Minor,1
Cirrus.Design.Corp SR20,Unknown,UNK,Unknown,Destroyed,1
Cirrus.Design.Corp SR20,Mechanical Failure,VMC,Unknown,Unknown,1
Cirrus.Design.Corp SR20,Mechanical Failure,VMC,Unknown,Substantial,1
Cirrus.Design.Corp SR20,Mechanical Failure,VMC,Unknown,Destroyed,1
Cirrus.Design.Corp SR20,Mechanical Failure,IMC,Unknown,Substantial,1
Cirrus.Design.Corp SR20,Human Error,VMC,Unknown,Minor,1
Cirrus.Design.Corp. SR-22,General,VMC,Go_around,Substantial,1
Cirrus.Design.Corp. SR-22,General,VMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR-22,General,VMC,Takeoff,Unknown,1
Cirrus.Design.Corp. SR22,General,IMC,Climb,Destroyed,1
Cirrus.Design.Corp. SR22,Human Error,IMC,Unknown,Destroyed,1
Cirrus.Design.Corp. SR22,General,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR22,General,VMC,Taxi,Substantial,1
Cirrus.Design.Corp. SR22,General,VMC,Takeoff,Minor,1
Cirrus.Design.Corp. SR22,General,VMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR22,General,VMC,Landing,Destroyed,1
Cirrus.Design.Corp. SR22,General,VMC,Go_around,Destroyed,1
Cirrus.Design.Corp. SR22,General,VMC,Cruise,Unknown,1
Cirrus.Design.Corp. SR22,General,VMC,Approach,Substantial,1
Cirrus.Design.Corp. SR22,General,UNK,Unknown,Minor,1
Cirrus.Design.Corp. SR22,General,IMC,Maneuvering,Substantial,1
Cirrus.Design.Corp. SR22,General,IMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR22,General,IMC,Climb,Substantial,1
Cirrus.Design.Corp. SR20,Unknown,UNK,Unknown,Destroyed,1
Cirrus.Design.Corp. SR-22,General,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR20,Other,VMC,Unknown,Substantial,1
Cirrus.Design.Corp. SR20,General,VMC,Taxi,Substantial,1
Cirrus.Design.Corp. SR20,General,VMC,Takeoff,Unknown,1
Cirrus.Design.Corp. SR20,General,VMC,Takeoff,Destroyed,1
Cirrus.Design.Corp. SR20,General,VMC,Landing,Substantial,1
Cirrus.Design.Corp. SR20,General,VMC,Landing,Minor,1
Cirrus.Design.Corp. SR20,General,VMC,Cruise,Substantial,1
Cirrus.Design.Corp. SR20,General,VMC,Cruise,Destroyed,1
Cirrus.Design.Corp. SR20,General,UNK,Unknown,Destroyed,1
Cirrus.Design.Corp. SR20,General,IMC,Maneuvering,Substantial,1
Cirrus.Design.Corp. SR20,General,IMC,Maneuvering,Destroyed,1
Cirrus.Design.Corp. SR20,General,IMC,Cruise,Destroyed,1
Cirrus.Design.Corp. SR-22,Human Error,VMC,Unknown,Substantial,1
Clatti FOCKE-WULF-190,General,VMC,Maneuvering,Destroyed,1
Claus.Rodney.L CHRISTEN EAGLE II,Human Error,VMC,Unknown,Substantial,1
Condor II,General,VMC,Takeoff,Substantial,1
Commander 114,Human Error,VMC,Unknown,Destroyed,1
Commander 112TC,General,VMC,Unknown,Destroyed,1
Comeaux KITFOX 1,General,VMC,Takeoff,Substantial,1
Comeau AVID FLYER,General,VMC,Takeoff,Destroyed,1
Comco.Ikarus IKARUS C42,Unknown,UNK,Unknown,Destroyed,1
Combs.Earl.W KITFOX SPEEDSTER,Human Error,VMC,Unknown,Destroyed,1
Combs.Dale.B RV-4,Human Error,VMC,Unknown,Substantial,1
Comben BOWERS FLYBABY IA,General,VMC,Unknown,Destroyed,1
Colyaer.Sl Freedom S100,Human Error,VMC,Unknown,Substantial,1
Colyaer.Sl FREEDOM,Human Error,VMC,Unknown,Destroyed,1
Colvin KITFOX II,General,VMC,Takeoff,Substantial,1
Columbia.Helicopters CH-47D,Unknown,VMC,Unknown,Destroyed,1
Columbia.Aircraft.Mfg. LC41-550FG,Human Error,VMC,Unknown,Substantial,1
Columbia.Aircraft.Mfg LC42-550FG,Unknown,VMC,Unknown,Unknown,1
Columbia.Aircraft.Mfg LC42-550FG,Human Error,VMC,Unknown,Substantial,1
Columbia.Aircraft.Mfg LC42-550FG,General,VMC,Landing,Destroyed,1
Columbia.Aircraft.Mfg LC42 550FG,Human Error,VMC,Unknown,Substantial,1
Columbia.Aircraft.Mfg LC41-550FG,Unknown,VMC,Unknown,Substantial,1
Columbia.Aircraft.Mfg LC41 550FG,Mechanical Failure,VMC,Unknown,Minor,1
Columbia.Aircraft.Mfg LC41 550FG,Human Error,VMC,Unknown,Substantial,1
Columbia.Aircraft.Mfg LC41 550FG,Human Error,IMC,Unknown,Destroyed,1
Columbia.Aircraft.Mfg LC41,Human Error,IMC,Unknown,Destroyed,1
Columbia.Aircraft LC41-550FG,General,VMC,Cruise,Unknown,1
Columbia XJ-7,General,VMC,Maneuvering,Substantial,1
Columbia LC42-550FG,General,VMC,Unknown,Substantial,1
Columbia LC41-550FG,Unknown,UNK,Unknown,Substantial,1
Columbia LC41-550FG,General,VMC,Landing,Substantial,1
Columbia LC41,Mechanical Failure,IMC,Unknown,Minor,1
Columbia 350,General,VMC,Climb,Substantial,1
Coltrin RV-6,General,VMC,Approach,Substantial,1
Commander 114,General,VMC,Takeoff,Destroyed,1
Commander 114,Human Error,VMC,Unknown,Substantial,1
Claxton S-12,General,VMC,Cruise,Destroyed,1
Commander 114,Unknown,UNK,Unknown,Destroyed,1
Condor II,General,VMC,Maneuvering,Substantial,1
Condor CONDOR,Human Error,VMC,Unknown,Substantial,1
Condor 150L,General,VMC,Cruise,Destroyed,1
Concept 70,General,VMC,Maneuvering,Substantial,1
Concannon.Milton RADIAL ROC,Human Error,VMC,Unknown,Substantial,1
Composite.Aircraft.Mfg.Co. COZY,General,VMC,Cruise,Substantial,1
Comp.Air.Inc..(Plambeck) CA8,Human Error,VMC,Unknown,Substantial,1
Comp.Air CA9,Unknown,UNK,Unknown,Substantial,1
Comp.Air CA-8,Unknown,UNK,Unknown,Destroyed,1
Commonwealth REARWIN 185,General,VMC,Approach,Substantial,1
Commonwealth 185,General,VMC,Cruise,Substantial,1
Commonwealth 185,General,VMC,Approach,Destroyed,1
Commings VARI EZE,General,VMC,Takeoff,Substantial,1
Commens MIDGET MUSTANG I,General,VMC,Maneuvering,Destroyed,1
Commander.Aircraft.Company 114-B,Human Error,VMC,Unknown,Substantial,1
Commander.Aircraft.Company 114-B,Human Error,IMC,Unknown,Substantial,1
Commander.Aircraft.Co 114TC,Unknown,VMC,Unknown,Substantial,1
Commander.Aircraft.Co 114,Mechanical Failure,VMC,Unknown,Substantial,1
Commander.Aircraft 114TC,General,IMC,Go_around,Destroyed,1
Commander C3C,General,VMC,Takeoff,Substantial,1
Commander AC-680,Human Error,VMC,Unknown,Substantial,1
Commander 114TC,General,VMC,Takeoff,Destroyed,1
Commander 114B,General,VMC,Taxi,Substantial,1
Commander 114B,General,VMC,Approach,Minor,1
Commander 114B,General,IMC,Cruise,Destroyed,1
Commander 114-B,General,VMC,Takeoff,Destroyed,1
Commander 114-B,General,VMC,Cruise,Substantial,1
Commander 114-B,General,VMC,Cruise,Destroyed,1
Commander 114-B,General,VMC,Climb,Substantial,1
Colt.Balloons 160A,Human Error,VMC,Unknown,Minor,1
Colson/Goodbread Rans S-12,General,VMC,Takeoff,Substantial,1
Colonial C-2,General,VMC,Maneuvering,Minor,1
Colonial C-2,General,VMC,Landing,Substantial,1
Co.Z COZY,Unknown,UNK,Unknown,Substantial,1
Co-Z.Development.Corp COZY MARK IV,Human Error,VMC,Unknown,Substantial,1
Clyde.L..King OSPREY II,General,VMC,Maneuvering,Substantial,1
Clyde.K.Carrier Team 1400Z,General,VMC,Cruise,Substantial,1
Clutton.Eric Fred S1,Human Error,VMC,Unknown,Substantial,1
Clunis LONG EZ,General,VMC,Landing,Substantial,1
Cloutier SCORPION 133,General,VMC,Maneuvering,Substantial,1
Cloud.Jeffrey.Ferrell LONG EZ,Other,VMC,Unknown,Substantial,1
Cloud-Wag.Aero Sportsmen,General,VMC,Landing,Substantial,1
Cloud MA-5 CHARGER,General,VMC,Takeoff,Destroyed,1
Close Air Command,General,VMC,Maneuvering,Substantial,1
Clopton.Aero.Llc Aerocomp Compair 7SL,General,VMC,Takeoff,Substantial,1
Clopton.Aero.Llc AEROCOMP COMPAIR 7SL,Human Error,VMC,Unknown,Substantial,1
Clifton.Dixon POLLIWAGEN,General,VMC,Takeoff,Destroyed,1
Clifton BREEZY,Mechanical Failure,VMC,Unknown,Substantial,1
Clifford.E.Massey AR-1,Human Error,VMC,Unknown,Substantial,1
Clifford Titan Tornado II,General,VMC,Maneuvering,Substantial,1
Clevenger.Jimmie.B PITTS S 1S,Mechanical Failure,VMC,Unknown,Substantial,1
Cleveland.Orson Starduster II SA-300,General,VMC,Taxi,Substantial,1
Cleveland.Allan.B NIEUPORT 11#,Mechanical Failure,VMC,Unknown,Substantial,1
Cleveland PIEL EMERAUDE CP-304,General,VMC,Maneuvering,Substantial,1
Clement-Kazmierczak Sorrell SNS-7,General,VMC,Landing,Substantial,1
Clement Zenith Zodiac CH601,General,VMC,Approach,Substantial,1
Clem.William.B.Iii DOMINATOR GYROCOPTER,Human Error,VMC,Unknown,Substantial,1
Cleberg Sportsman 2+2 GS-2,General,VMC,Landing,Substantial,1
Clearwaters RAF 2000,General,VMC,Cruise,Destroyed,1
Clayton.Gerald.H GLASTAR GS-1,Mechanical Failure,VMC,Unknown,Destroyed,1
Claypool RV-6A,General,VMC,Landing,Substantial,1
Clayhold SPORTSMAN GS-2,Human Error,VMC,Unknown,Substantial,1
Cobalt.Aircraft.Industries.Inc Co50 VALKYRIE,Human Error,VMC,Unknown,Substantial,1
Cobb.International Rotorway Exec 90,General,VMC,Approach,Substantial,1
Cobb.Intl EXEC 90,General,VMC,Descent,Substantial,1
Collette RV6,General,VMC,Landing,Substantial,1
Colonial C-1,General,VMC,Maneuvering,Destroyed,1
Colonial C-1,General,VMC,Approach,Substantial,1
Colonial C 1,Human Error,VMC,Unknown,Substantial,1
Colman BD-4,General,VMC,Approach,Substantial,1
Collins.Robert.S JUST ACFT HIGHLANDER,Unknown,VMC,Unknown,Substantial,1
Collins.Charles.A KR-2,General,VMC,Maneuvering,Destroyed,1
Collins ZENITH STOL CH 701,Human Error,VMC,Unknown,Substantial,1
Collins RV6A,Human Error,VMC,Unknown,Substantial,1
Collins FISHER FP-202,General,VMC,Approach,Destroyed,1
Collin.Campbell ZIPPY SPORT,General,VMC,Takeoff,Substantial,1
Collier Quickie,General,VMC,Climb,Substantial,1
Collier Q200,General,VMC,Maneuvering,Substantial,1
Colliander RV-8,General,IMC,Cruise,Destroyed,1
Collette GLASSAIR III,General,VMC,Cruise,Substantial,1
Cobb.Intl EXEC 90,General,VMC,Takeoff,Substantial,1
Collard Dragonfly,Human Error,VMC,Unknown,Substantial,1
"Colgate,.Henry.A. FS21000",General,VMC,Takeoff,Substantial,1
Coleman LANCAIR IV P,General,VMC,Landing,Substantial,1
Cole.Paul.B CHALLENGER I,Unknown,VMC,Unknown,Substantial,1
Colburn Murphy Rebel,General,VMC,Takeoff,Substantial,1
Cohen VAN'S RV-6,General,VMC,Takeoff,Substantial,1
Coen BENSON B8,General,VMC,Cruise,Destroyed,1
Coelho RV4,General,VMC,Taxi,Minor,1
Cody.Hawkins JA30 SUPERSTOL,Human Error,VMC,Unknown,Substantial,1
Codding/Fluno Sportsman GS-2,General,VMC,Landing,Substantial,1
Cocks STARDUSTER SA-300,General,VMC,Landing,Substantial,1
Cocchiarella BUCCANEER II,General,VMC,Takeoff,Substantial,1
Cocchi LANCAIR 320,General,VMC,Takeoff,Destroyed,1
Cessna TU 206F,General,VMC,Unknown,Destroyed,1
Cessna TRI82,General,UNK,Cruise,Destroyed,1
Cessna 441,Unknown,IMC,Unknown,Destroyed,1
Cessna C172,General,VMC,Standing,Substantial,1
Cessna C170A,General,VMC,Landing,Substantial,1
Cessna C170A,General,IMC,Maneuvering,Substantial,1
Cessna C152 II,General,VMC,Taxi,Substantial,1
Cessna C152,General,VMC,Takeoff,Substantial,1
Cessna C152,General,VMC,Approach,Substantial,1
Cessna C150,General,VMC,Takeoff,Substantial,1
Cessna C150,General,VMC,Landing,Substantial,1
Cessna C150,General,VMC,Go_around,Substantial,1
Cessna C150,General,VMC,Climb,Destroyed,1
Cessna C140,General,VMC,Landing,Substantial,1
Cessna C-U206B,General,VMC,Takeoff,Substantial,1
Cessna C-T210N,General,VMC,Landing,Substantial,1
Cessna C-T210,General,VMC,Descent,Substantial,1
Cessna C-T188C,General,VMC,Maneuvering,Substantial,1
Cessna C-A185F,General,VMC,Landing,Substantial,1
Cessna C-A150L,General,VMC,Maneuvering,Destroyed,1
Cessna C-425,General,VMC,Taxi,Substantial,1
Cessna C-402B,General,VMC,Takeoff,Destroyed,1
Cessna C-402B,General,VMC,Landing,Substantial,1
Cessna C-402,General,VMC,Takeoff,Minor,1
Cessna C-402,General,VMC,Landing,Substantial,1
Cessna C-377A,General,IMC,Unknown,Destroyed,1
Cessna C-37,General,VMC,Takeoff,Destroyed,1
Cessna C-340A,General,VMC,Landing,Destroyed,1
Cessna C-337C,General,VMC,Go_around,Destroyed,1
Cessna C-336,General,VMC,Landing,Substantial,1
Cessna C-310R,General,VMC,Landing,Substantial,1
Cessna C-310Q,Unknown,UNK,Unknown,Unknown,1
Cessna C-310B,General,VMC,Cruise,Destroyed,1
Cessna C172,General,VMC,Go_around,Substantial,1
Cessna C172,Unknown,UNK,Unknown,Substantial,1
Cessna C208B,General,VMC,Unknown,Substantial,1
Cessna C172F,General,VMC,Cruise,Substantial,1
Cessna C208,General,VMC,Unknown,Substantial,1
Cessna C207,General,VMC,Approach,Substantial,1
Cessna C206,General,VMC,Unknown,Substantial,1
Cessna C205,General,VMC,Unknown,Substantial,1
Cessna C205,General,VMC,Cruise,Substantial,1
Cessna C195A,General,VMC,Landing,Substantial,1
Cessna C190,General,VMC,Landing,Substantial,1
Cessna C188,General,VMC,Landing,Substantial,1
Cessna C185F,Human Error,VMC,Unknown,Substantial,1
Cessna C182R,General,VMC,Maneuvering,Substantial,1
Cessna C182Q,General,VMC,Landing,Substantial,1
Cessna C182A,General,VMC,Approach,Substantial,1
Cessna C182,Unknown,UNK,Unknown,Destroyed,1
Cessna C182,General,VMC,Maneuvering,Substantial,1
Cessna C182,General,VMC,Approach,Substantial,1
Cessna C180A,General,VMC,Takeoff,Substantial,1
Cessna C177B,General,VMC,Landing,Substantial,1
Cessna C177B,General,VMC,Landing,Destroyed,1
Cessna C175A,Human Error,VMC,Unknown,Substantial,1
Cessna C175A,General,VMC,Takeoff,Substantial,1
Cessna C175,General,VMC,Landing,Substantial,1
Cessna C172S,General,VMC,Takeoff,Substantial,1
Cessna C172R,General,VMC,Taxi,Substantial,1
Cessna C172P,General,VMC,Go_around,Substantial,1
Cessna C172P,General,IMC,Takeoff,Destroyed,1
Cessna C172N,General,VMC,Takeoff,Substantial,1
Cessna C172N,General,VMC,Maneuvering,Substantial,1
Cessna C172N,General,IMC,Cruise,Destroyed,1
Cessna C172M,General,VMC,Approach,Substantial,1
Cessna C-305A,General,VMC,Maneuvering,Destroyed,1
Cessna C-303,General,VMC,Landing,Substantial,1
Cessna C-210N,General,VMC,Climb,Destroyed,1
Cessna C-210L,General,VMC,Climb,Substantial,1
Cessna C-180E,General,VMC,Landing,Substantial,1
Cessna C-180D,General,VMC,Taxi,Substantial,1
Cessna C-180-H,General,VMC,Landing,Substantial,1
Cessna C-180,General,VMC,Descent,Substantial,1
Cessna C-177RG,General,VMC,Maneuvering,Destroyed,1
Cessna C-177B,General,VMC,Approach,Substantial,1
Cessna C-177B,General,IMC,Cruise,Destroyed,1
Cessna C-177,General,VMC,Takeoff,Substantial,1
Cessna C-172S,General,VMC,Landing,Substantial,1
Cessna C-172RG,Other,VMC,Unknown,Substantial,1
Cessna C-172R,General,VMC,Maneuvering,Destroyed,1
Cessna C-172P,General,VMC,Takeoff,Substantial,1
Cessna C-172P,General,VMC,Takeoff,Minor,1
Cessna C-172P,General,VMC,Landing,Substantial,1
Cessna C-172P,General,VMC,Descent,Substantial,1
Cessna C-172N,General,VMC,Takeoff,Substantial,1
Cessna C-172N,General,VMC,Go_around,Destroyed,1
Cessna C-172N,General,VMC,Cruise,Substantial,1
Cessna C-172N,General,VMC,Approach,Substantial,1
Cessna C-172M,General,VMC,Standing,Substantial,1
Cessna C-172M,General,VMC,Maneuvering,Substantial,1
Cessna C-172M,General,VMC,Approach,Destroyed,1
Cessna C-172G,General,VMC,Maneuvering,Destroyed,1
Cessna C-172G,General,VMC,Landing,Substantial,1
Cessna C-172G,General,VMC,Climb,Destroyed,1
Cessna C-172F,General,VMC,Takeoff,Substantial,1
Cessna C-172F,General,VMC,Cruise,Substantial,1
Cessna C-172-N,General,VMC,Unknown,Minor,1
Cessna C-172,General,VMC,Takeoff,Destroyed,1
Cessna C-182,General,IMC,Cruise,Destroyed,1
Cessna C-182,General,IMC,Takeoff,Destroyed,1
Cessna C-182,General,VMC,Go_around,Substantial,1
Cessna C-188,General,VMC,Unknown,Destroyed,1
Cessna C-210G,General,VMC,Climb,Substantial,1
Cessna C-210,Human Error,VMC,Unknown,Substantial,1
Cessna C-210,General,VMC,Descent,Substantial,1
Cessna C-208 Caravan,General,UNK,Unknown,Destroyed,1
Cessna C-207A,General,VMC,Landing,Minor,1
Cessna C-207A,General,IMC,Climb,Substantial,1
Cessna C-207,General,VMC,Taxi,Substantial,1
Cessna C-207,General,VMC,Maneuvering,Substantial,1
Cessna C-207,General,VMC,Climb,Minor,1
Cessna C-206,General,VMC,Taxi,Substantial,1
Cessna C-206,General,VMC,Takeoff,Destroyed,1
Cessna C-206,General,VMC,Cruise,Substantial,1
Cessna C-195,Human Error,VMC,Unknown,Substantial,1
Cessna C-188,General,VMC,Takeoff,Substantial,1
Cessna C-182,General,VMC,Takeoff,Destroyed,1
Cessna C-185F,General,VMC,Takeoff,Substantial,1
Cessna C-185E,General,VMC,Takeoff,Substantial,1
Cessna C-185A,General,VMC,Go_around,Substantial,1
Cessna C-185-D,General,VMC,Takeoff,Substantial,1
Cessna C-185,General,VMC,Takeoff,Substantial,1
Cessna C-185,General,VMC,Landing,Substantial,1
Cessna C-182Q,General,IMC,Cruise,Destroyed,1
Cessna C-182N,General,IMC,Cruise,Destroyed,1
Cessna C-182K,General,VMC,Landing,Substantial,1
Cessna C-182J,General,VMC,Maneuvering,Substantial,1
Cessna C-182J,General,IMC,Takeoff,Substantial,1
Cessna C-182E,General,IMC,Cruise,Destroyed,1
Cessna C-182A,General,VMC,Maneuvering,Substantial,1
Cessna C208B,General,VMC,Taxi,Substantial,1
Cessna C208B,Unknown,UNK,Unknown,Substantial,1
Cessna C-172,General,VMC,Climb,Destroyed,1
Cessna P-210N,General,VMC,Landing,Substantial,1
Cessna P-210N,General,VMC,Cruise,Substantial,1
Cessna P-210N,General,IMC,Unknown,Destroyed,1
Cessna P-210N,General,IMC,Climb,Destroyed,1
Cessna P-210,General,VMC,Cruise,Substantial,1
Cessna P-206C,General,IMC,Go_around,Destroyed,1
Cessna O337F,General,VMC,Takeoff,Substantial,1
Cessna O1 - A,Human Error,VMC,Unknown,Substantial,1
Cessna O-2A,General,VMC,Takeoff,Substantial,1
Cessna O 1E,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna M337B (O-2A),General,VMC,Maneuvering,Destroyed,1
Cessna M337B,Human Error,VMC,Unknown,Substantial,1
Cessna M337B,Human Error,IMC,Unknown,Substantial,1
Cessna LC42-550FG,Human Error,VMC,Unknown,Substantial,1
Cessna LC41-550FG,Other,VMC,Unknown,Substantial,1
Cessna LC41-550FG,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna LC41-550FG,Human Error,VMC,Unknown,Substantial,1
Cessna LC41,Human Error,VMC,Unknown,Substantial,1
Cessna LC-126C,Human Error,VMC,Unknown,Substantial,1
Cessna L19 - A,Human Error,VMC,Unknown,Substantial,1
Cessna L19,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna L-19E,Unknown,VMC,Unknown,Substantial,1
Cessna L-19E,General,VMC,Takeoff,Minor,1
Cessna L-19E,General,VMC,Cruise,Destroyed,1
Cessna L-19A,General,VMC,Landing,Substantial,1
Cessna L-19,General,VMC,Unknown,Substantial,1
Cessna L-19,General,VMC,Taxi,Substantial,1
Cessna L-19,General,VMC,Takeoff,Substantial,1
Cessna L-19,General,VMC,Maneuvering,Destroyed,1
Cessna L-19,General,VMC,Landing,Substantial,1
Cessna P-210N,General,VMC,Descent,Substantial,1
Cessna P172D,General,VMC,Landing,Substantial,1
Cessna C208B Caravan,Unknown,UNK,Unknown,Unknown,1
Cessna P172D,Human Error,IMC,Unknown,Substantial,1
Cessna P206B,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna P206B,Human Error,VMC,Unknown,Substantial,1
Cessna P206B,General,VMC,Takeoff,Substantial,1
Cessna P206B,General,VMC,Takeoff,Destroyed,1
Cessna P206B,General,VMC,Maneuvering,Destroyed,1
Cessna P206B,General,VMC,Go_around,Substantial,1
Cessna P206B,General,VMC,Cruise,Substantial,1
Cessna P206B,General,VMC,Climb,Unknown,1
Cessna P206B,General,VMC,Approach,Substantial,1
Cessna P206B,General,VMC,Approach,Destroyed,1
Cessna P206B,General,UNK,Landing,Substantial,1
Cessna P206A,Human Error,VMC,Unknown,Minor,1
Cessna P206A,General,VMC,Takeoff,Destroyed,1
Cessna P206A,General,VMC,Landing,Substantial,1
Cessna P206A,General,VMC,Approach,Substantial,1
Cessna P206A,General,IMC,Cruise,Destroyed,1
Cessna P206-B,General,IMC,Maneuvering,Destroyed,1
Cessna P206 S/N P206-0009,General,VMC,Unknown,Destroyed,1
Cessna P206,Unknown,VMC,Unknown,Substantial,1
Cessna P206,Unknown,UNK,Unknown,Unknown,1
Cessna P206,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna P206,Human Error,VMC,Unknown,Destroyed,1
Cessna P206,General,VMC,Unknown,Substantial,1
Cessna P206,General,VMC,Taxi,Substantial,1
Cessna P206,General,VMC,Maneuvering,Substantial,1
Cessna P206,General,VMC,Descent,Substantial,1
Cessna P206,General,VMC,Approach,Substantial,1
Cessna P206,General,UNK,Cruise,Destroyed,1
Cessna P172D,Unknown,VMC,Unknown,Substantial,1
Cessna L-19,General,VMC,Approach,Substantial,1
